dX,dY,dZ
-7.839565325361946,3.0032647755576782,-1.3335412419098418
3.265039386571459,1.0853426726797792,-2.3422930013243786
-1.2203398366690408,2.9728305288938017,-0.711126031748762
-0.09301667745711484,-6.521689288350709,-2.0457106803930856
0.13042578815520756,-4.796201691878427,-0.3969843900603678
8.00054011358526,4.9738548754111545,-0.2325966704536313
10.902218089875817,-0.5407940066097954,-2.1378120273207912
-0.6837888232720957,-5.4532332206042575,-0.6056250621661547
1.1173723620869964,0.8928262986366189,-0.6369681178321116
3.6723183876472376,1.7947540587897048,-0.5171521670769437
-0.25628967466138874,-0.16951166923771765,-2.367897197152814
10.972731630578096,1.196273426283204,-0.4909562065300008
2.4515193980776075,-6.86120051514984,-1.8495609528239072
-1.0099268375513475,-2.9799926052377588,-2.3370588512345023
5.044130782171862,5.732053409107726,-0.7754958006036645
-6.675400512176736,-1.8216055448085973,-1.554462612982718
-2.976113496657206,-5.73994550865716,-1.5517026894440846
6.812583030637427,1.3436689446004149,-0.13909655975476198
1.8141649494581884,4.915352788061513,-1.4516713577347673
-2.495502988368685,-5.856400898702345,-1.375993453949519
3.9650145481702452,-0.043310513169259934,-0.1994051299580235
9.654457112624357,0.17967354143363679,-0.5489818299706428
9.286375418256739,-1.2890839501228903,-2.4804792446116437
-4.143789900127899,6.257540393859191,-2.100122677543993
-1.2924935548272174,-7.322345522649533,-0.7580452801416016
4.790500394431376,-5.292753087486441,-1.4001979543790242
1.474122226223642,-8.584093404630895,-1.3116167579929368
3.1457504838714954,1.0791491312724233,-1.0837860579101175
-4.122375089290074,-0.015154406862603054,-2.2713444515102026
-8.987871992645978,-1.508469327445603,-0.07245973001536754
0.9371984538920515,-7.8862075941555645,-0.7527231710110129
-1.7297949176862062,1.5616917373808832,-1.0956197393912532
7.454822751787617,1.581012052419906,-0.40668579222307244
0.6747708278934397,-6.488017515980124,-1.3805096968881116
-1.5213777367366674,-2.0722773115395086,-0.7355976280750554
0.692905264969113,8.508989006070976,-2.431663912957987
-3.1747858829224924,-0.9365805613798424,-1.6674320669548024
3.167592112719717,6.222575486420698,-2.208719801823662
7.524737900059563,-5.886504631241241,-0.9596393758370994
10.826732113276876,-0.4316120338976983,-1.7998537654223412
4.201645548240037,5.488008967838105,-1.1028144204630337
-9.854221726307571,0.17584984189460506,-1.4923262157194586
-9.114422510151769,3.3361025284472294,-1.7814565354943
-8.45790708789707,-1.1034275697594484,-1.359559090999852
-3.571900690388418,-0.5689910845299853,-0.9930862142138039
-4.0301575830766865,2.6707364095565573,-1.646309739640401
-3.252230892638238,-8.2587837750755,-2.3856054039339085
-1.8119586746739174,1.8413384782769455,-0.007245186974785156
0.8221339873985585,-3.2625242131452463,-2.128150376712597
4.559105681152801,-0.798968828463428,-1.9880889791565153
0.4413505755923097,1.3202256517686752,-0.724563720484781
9.871379089383254,2.1954265933485786,-1.7536680515152057
1.0454722697801344,2.8146292856673547,-0.5313660537515545
-6.6833520499425845,-2.216008704546293,-0.8734198611282409
2.571015386102715,6.3954312281556795,-0.0923010050232449
-4.044036692857219,-1.5937755394538433,-2.176795817704061
7.750163164773198,0.11773784815186694,-1.5933411806146296
-9.695429740117845,-1.3593123896022812,-1.9452339402743348
-6.045587902856312,4.266864315411272,-1.5389020593157738
6.965336005617928,-5.0613695831508005,-2.1334788625551937
-0.388225234262336,1.7315122533068763,-0.28360975455464654
-2.7929105687185256,6.097693562471157,-1.6123022932169704
6.6105636313998275,-2.301708304406996,-0.045191903786815146
0.6238978494247363,-6.547681146355716,-0.4361504412134991
-7.441994609591404,-4.385697568624111,-0.6399342566195401
1.96595837214619,-7.064838419639635,-1.4828914360258239
-1.297734690543507,-4.898668146694444,-0.7689644454983409
-2.859949571126606,-7.729364366525752,-2.318740850890123
4.051433399432369,-0.22891971118091625,-1.3654324045904218
6.185081628722116,-2.164931917542064,-0.2733577276233916
2.2987924971240545,-8.201031398791201,-1.5927454685938471
1.371764069644712,-3.6278356427839347,-1.6024014171790668
-1.4724909046333323,-3.4867988207387617,-2.4912171826389056
3.174293525442181,2.4068841201524265,-1.7511848803637804
2.3891638848871253,1.6911312529024816,-1.4988901538650907
-6.021505941061434,0.6340140667722611,-2.3033957462239414
7.81415145066552,6.267040834675397,-2.2040819413446684
7.354485811914344,0.6829560874813847,-0.5385693827478235
-2.15525035794343,4.950580170575039,-2.2402116833582397
5.754639663446653,4.886128651171608,-2.2328871033731446
1.8765942510546552,3.543589340565722,-0.3591406116673852
2.026264322951306,-0.9841794526293368,-1.4633130858809125
-7.747332839217677,-0.8833382250105872,-0.8574498514386732
-3.1288336487284596,-6.930965186107123,-0.5045836807481692
8.671287559304233,3.9692911314677097,-1.2163221333589433
3.255796826920516,-7.96484873455827,-1.048188041769862
-5.917921970779389,-3.5890074014571294,-1.373344408291473
7.291797632160694,-1.983222405133703,-1.746182308026107
5.902684204216598,-4.745276799316031,-0.549841798563591
-1.0639771270316487,-5.6752045299408,-0.30521748668263626
-7.294626853072089,2.9076751097280766,-1.82296021838809
5.667195800331797,-0.455070497614658,-1.9386247396828367
-3.2973330482359984,5.383527360466481,-1.4290041135030833
